SECTOR,SHELF,REEF_NAME,REEF_ID,LATITUDE,LONGITUDE,P_CODE,VISIT_NO,YEAR_CODE,REPORT_YEAR,SAMPLE_DATE,MEDIAN_LIVE_CORAL,MEDIAN_SOFT_CORAL,MEDIAN_DEAD_CORAL,MEAN_LIVE_CORAL,MEAN_SOFT_CORAL,MEAN_DEAD_CORAL,TOTAL_COTS,MEAN_COTS_PER_TOW,TOTAL_TROUT,MEAN_TROUT_PER_TOW,TOWS
CA,M,VLASOFF REEF,16044B,-16.65,146,RM,5,199697,1997,29/10/1996,1L,,0,8.106,,1.061,0,0,,,33
CA,M,VLASOFF REEF,16044B,-16.65,146,RM,8,199900,2000,29/01/2000,1U,1L,1L,13.438,6.484,2.266,39,1.219,,,32
CA,M,VLASOFF REEF,16044B,-16.65,146,RM,11,200203,2003,4/11/2002,1L,1L,0/1L,5.667,4.333,1.25,0,0,,,30
CA,M,VLASOFF REEF,16044B,-16.65,146,RAP,14,200506,2006,25/11/2005,1U,1L,1L,11.286,4.429,1.571,0,0,1,0.028571429,35
CA,M,VLASOFF REEF,16044B,-16.65,146,RM,15,200607,2007,5/01/2007,1U,1L,0,9.286,5.893,0.982,0,0,0,0,28
CA,M,VLASOFF REEF,16044B,-16.65,146,RM,21,201213,2013,14/01/2013,1U,1U,1L,8.816,8.487,1.447,1,0.026,0,0,38
CA,M,VLASOFF REEF,16044B,-16.65,146,RM,27,201819,2019,23/02/2019,1L,1L,0,4.924,3.636,1.212,0,0,6,0.181818182,33
CA,M,UPOLU REEF,16046S,-16.675,145.933333,RM,3,199495,1995,31/10/1994,1U,,0,10.069,,0.486,0,0,,,36
CA,M,UPOLU REEF,16046S,-16.675,145.933333,RM,6,199798,1998,2/02/1998,1U,1L,1L,11.1,7.3,1.8,2,0.08,,,25
CA,M,UPOLU REEF,16046S,-16.675,145.933333,RM,9,200001,2001,5/02/2001,1L,1L,1L,3.264,10.139,1.389,3,0.083,,,36
CA,M,UPOLU REEF,16046S,-16.675,145.933333,RM,12,200304,2004,14/01/2004,1L,1L,0,2.708,11.146,0.625,0,0,,,24
CA,M,UPOLU REEF,16046S,-16.675,145.933333,RM,15,200607,2007,5/01/2007,1L,1L,0,2.417,10.417,0.583,0,0,1,0.033333333,30
CA,M,HASTINGS REEF,16057S,-16.516667,146.016667,RM,1,199293,1993,8/09/1992,1,,0,12.295,,1.475,1,0.016,,,61
CA,M,HASTINGS REEF,16057S,-16.516667,146.016667,RM,2,199394,1994,6/02/1994,2L,,0,13.008,,0.381,0,0,,,59
CA,M,HASTINGS REEF,16057S,-16.516667,146.016667,RM,3,199495,1995,7/04/1995,2L,,0,20.444,,0.847,0,0,,,62
CA,M,HASTINGS REEF,16057S,-16.516667,146.016667,RM,4,199596,1996,20/01/1996,1U,,0,13.465,,0.702,0,0,,,57
CA,M,HASTINGS REEF,16057S,-16.516667,146.016667,RM,5,199697,1997,24/01/1997,2L,,0,14.423,,0.654,2,0.031,,,65
CA,M,HASTINGS REEF,16057S,-16.516667,146.016667,RM,6,199798,1998,23/01/1998,1U,1L,1L,10.216,5.345,1.552,0,0,,,58
CA,M,HASTINGS REEF,16057S,-16.516667,146.016667,RM,7,199899,1999,4/02/1999,1U,1U,1L,12.008,8.934,1.885,2,0.033,,,61
CA,M,HASTINGS REEF,16057S,-16.516667,146.016667,RM,8,199900,2000,19/01/2000,2L,1L,1L,18.611,5.88,2.639,12,0.222,,,54
CA,M,HASTINGS REEF,16057S,-16.516667,146.016667,RM,9,200001,2001,12/02/2001,2L,1U,1L,15.04,8.016,1.706,9,0.143,,,63
CA,M,HASTINGS REEF,16057S,-16.516667,146.016667,RM,10,200102,2002,27/09/2001,1U/2L,1L,1L,13.105,5.766,1.411,29,0.468,,,62
CA,M,HASTINGS REEF,16057S,-16.516667,146.016667,RM,11,200203,2003,3/11/2002,1U,1U,0,11.083,8.167,1.042,0,0,,,60
CA,M,HASTINGS REEF,16057S,-16.516667,146.016667,RM,12,200304,2004,11/01/2004,1U,1L,1L,11.229,7.754,1.695,0,0,,,59
CA,M,HASTINGS REEF,16057S,-16.516667,146.016667,RM,13,200405,2005,24/01/2005,1U,1L,0,10.391,6.25,1.211,0,0,,,64
CA,M,HASTINGS REEF,16057S,-16.516667,146.016667,RMRAP,14,200506,2006,20/10/2005,1U,1U,1L,12.008,9.262,1.721,0,0,4,0.06557377,61
CA,M,HASTINGS REEF,16057S,-16.516667,146.016667,RM,15,200607,2007,15/01/2007,2L,1U,0,15.395,9.737,0.877,0,0,5,0.087719298,57
CA,M,HASTINGS REEF,16057S,-16.516667,146.016667,RMRAP,16,200708,2008,29/04/2008,2L,1U,0,12.964,9.435,0.766,0,0,7,0.112903226,62
CA,M,HASTINGS REEF,16057S,-16.516667,146.016667,RMRAP,18,200910,2010,23/11/2009,2L,1L,1L,15.75,7,1.708,0,0,9,0.15,60
CA,M,HASTINGS REEF,16057S,-16.516667,146.016667,RMRAP,20,201112,2012,19/02/2012,2L,1U,1L,14.821,10.938,2.366,0,0,13,0.232142857,56
CA,M,HASTINGS REEF,16057S,-16.516667,146.016667,RM,21,201213,2013,12/01/2013,2L,1U,0,15.724,9.671,0.724,0,0,5,0.131578947,38
CA,M,HASTINGS REEF,16057S,-16.516667,146.016667,RMRAP,22,201314,2014,17/03/2014,2L,1U,1L,16.545,9.636,1.773,1,0.018,11,0.2,55
CA,M,HASTINGS REEF,16057S,-16.516667,146.016667,RM,23,201415,2015,28/02/2015,2L,2L,0,18.097,11.53,1.157,0,0,12,0.179104478,67
CA,M,HASTINGS REEF,16057S,-16.516667,146.016667,RMRAP,24,201516,2016,4/12/2015,2U,2L,0,22.407,15,0,0,0,5,0.074626866,67
CA,M,HASTINGS REEF,16057S,-16.516667,146.016667,RM,25,201617,2017,17/09/2016,2L,1U,1L,17.568,10.236,4.899,0,0,27,0.364864865,74
CA,M,HASTINGS REEF,16057S,-16.516667,146.016667,RMRAP,26,201718,2018,14/12/2017,1U,1U,0/1L,8.276,6.638,1.25,0,0,9,0.155172414,58
CA,M,HASTINGS REEF,16057S,-16.516667,146.016667,RM,27,201819,2019,21/02/2019,1L,1L,1L,5.551,6.695,1.398,0,0,8,0.13559322,59
CA,M,HASTINGS REEF,16057S,-16.516667,146.016667,RAP,28,201920,2020,12/02/2020,1L,1L,0,4.331,5.246,0.246,0,0,32,0.450704225,71
CA,M,HASTINGS REEF,16057S,-16.516667,146.016667,RM,29,202021,2021,14/01/2021,2L,2L,0,15.885,15.808,0.077,0,0,3,0.046153846,65
CA,M,MICHAELMAS REEF,16060S,-16.583333,146.016667,RM,1,199293,1993,6/09/1992,1,,0,9.315,,1.169,2,0.016,,,124
CA,M,MICHAELMAS REEF,16060S,-16.583333,146.016667,RM,2,199394,1994,15/02/1994,1U,,0,9.307,,0.842,2,0.02,,,101
CA,M,MICHAELMAS REEF,16060S,-16.583333,146.016667,RM,3,199495,1995,7/04/1995,1U,,0,11.881,,0.561,5,0.047,,,107
CA,M,MICHAELMAS REEF,16060S,-16.583333,146.016667,RM,4,199596,1996,22/01/1996,1L,,0,7.905,,0.473,1,0.009,,,111
CA,M,MICHAELMAS REEF,16060S,-16.583333,146.016667,RM,5,199697,1997,17/01/1997,2L,,0,15.714,,0.786,2,0.019,,,105
CA,M,MICHAELMAS REEF,16060S,-16.583333,146.016667,RM,6,199798,1998,22/01/1998,1U,1L,0,7.754,8.975,0.918,10,0.078,,,128
CA,M,MICHAELMAS REEF,16060S,-16.583333,146.016667,RM,7,199899,1999,5/02/1999,1U,1U,1L,8.874,11.329,1.577,15,0.135,,,111
CA,M,MICHAELMAS REEF,16060S,-16.583333,146.016667,RM,8,199900,2000,29/01/2000,1U,1U,1L,10.542,9.792,1.542,6,0.05,,,120
CA,M,MICHAELMAS REEF,16060S,-16.583333,146.016667,RM,9,200001,2001,11/02/2001,2L,1U,0,13.569,12.48,0.565,1,0.008,,,124
CA,M,MICHAELMAS REEF,16060S,-16.583333,146.016667,RM,10,200102,2002,29/09/2001,1U,1U,0,10.958,9.743,0.678,2,0.019,,,107
CA,M,MICHAELMAS REEF,16060S,-16.583333,146.016667,RM,11,200203,2003,4/11/2002,1U,1U,0,10.754,9.828,1.142,0,0,,,116
CA,M,MICHAELMAS REEF,16060S,-16.583333,146.016667,RM,12,200304,2004,10/01/2004,1U,1U,1L,10.42,7.14,1.92,0,0,,,125
CA,M,MICHAELMAS REEF,16060S,-16.583333,146.016667,RM,13,200405,2005,25/01/2005,2L,1U,1L,11.944,13.218,1.412,0,0,,,108
CA,M,MICHAELMAS REEF,16060S,-16.583333,146.016667,RAP,14,200506,2006,25/11/2005,2L,1U,1L,12.917,12.083,1.771,0,0,12,0.1,120
CA,M,MICHAELMAS REEF,16060S,-16.583333,146.016667,RM,15,200607,2007,14/01/2007,2L,1U,0,12.346,13.465,0.855,0,0,5,0.043859649,114
CA,M,MICHAELMAS REEF,16060S,-16.583333,146.016667,RM,17,200809,2009,7/01/2009,2L,1U,1L,15.317,12.897,1.786,0,0,23,0.182539683,126
CA,M,MICHAELMAS REEF,16060S,-16.583333,146.016667,RM,21,201213,2013,14/01/2013,1L,1U,0,9.213,15.039,0.906,1,0.008,16,0.125984252,127
CA,M,MICHAELMAS REEF,16060S,-16.583333,146.016667,RM,23,201415,2015,27/02/2015,2L,1U,0,12.547,13.271,1.238,1,0.009,13,0.121495327,107
CA,M,MICHAELMAS REEF,16060S,-16.583333,146.016667,RM,25,201617,2017,18/12/2016,2L,2L,1L,14.598,16.864,2.098,0,0,18,0.160714286,112
CA,M,MICHAELMAS REEF,16060S,-16.583333,146.016667,RM,27,201819,2019,23/02/2019,1U,1U,0,8.066,8.396,0.943,0,0,29,0.273584906,106
CA,M,MICHAELMAS REEF,16060S,-16.583333,146.016667,RM,29,202021,2021,22/01/2021,1U,1U,0,9.44,13.048,0.714,0,0,8,0.076190476,105
CA,M,ARLINGTON REEF,16064S,-16.716667,146.066667,RAP,14,200506,2006,21/10/2005,1U,1U,0,8.292,13.583,1,0,0,8,0.133333333,60
CA,M,ARLINGTON REEF,16064S,-16.716667,146.066667,RAP,16,200708,2008,1/05/2008,1U,1U,0,11.455,12.318,1.136,0,0,1,0.018181818,55
CA,M,ARLINGTON REEF,16064S,-16.716667,146.066667,RAP,18,200910,2010,24/11/2009,2L,1U,0,13.667,10.708,0.833,0,0,4,0.066666667,60
CA,M,ARLINGTON REEF,16064S,-16.716667,146.066667,RAP,20,201112,2012,20/02/2012,1U,2L,1L,10.667,16.458,2.125,0,0,5,0.083333333,60
CA,M,ARLINGTON REEF,16064S,-16.716667,146.066667,RAP,22,201314,2014,18/03/2014,2L,2L,1L,12.458,17.563,1.5,14,0.233,6,0.1,60
CA,M,ARLINGTON REEF,16064S,-16.716667,146.066667,RAP,24,201516,2016,5/12/2015,2L,2U,0,15.042,25,0,8,0.133,4,0.066666667,60
CA,M,ARLINGTON REEF,16064S,-16.716667,146.066667,RM,25,201617,2017,18/09/2016,2L,2L,1L,16.375,15.833,2.25,1,0.017,14,0.233333333,60
CA,M,ARLINGTON REEF,16064S,-16.716667,146.066667,RAP,26,201718,2018,14/12/2017,1U,1U,1L,7.417,7.292,1.5,0,0,4,0.066666667,60
CA,M,ARLINGTON REEF,16064S,-16.716667,146.066667,RAP,28,201920,2020,14/02/2020,1U,2L,0,8.75,13.958,0.375,0,0,2,0.033333333,60
CA,M,THETFORD REEF,16068S,-16.808333,146.191667,RM,2,199394,1994,9/02/1994,1U,,0,9.868,,0.461,0,0,,,38
CA,M,THETFORD REEF,16068S,-16.808333,146.191667,RM,3,199495,1995,5/04/1995,2L,,0,19.853,,1.176,1,0.029,,,34
CA,M,THETFORD REEF,16068S,-16.808333,146.191667,RM,4,199596,1996,4/03/1996,2L,,1L,21.471,,1.544,3,0.088,,,34
CA,M,THETFORD REEF,16068S,-16.808333,146.191667,RM,5,199697,1997,1/02/1997,2U,,0,26.182,,1.216,5,0.135,,,37
CA,M,THETFORD REEF,16068S,-16.808333,146.191667,RM,6,199798,1998,4/02/1998,2U,1U,1L,28.313,12.563,2.125,0,0,,,40
CA,M,THETFORD REEF,16068S,-16.808333,146.191667,RM,7,199899,1999,7/02/1999,2U,2L,1L,28.611,21.701,2.153,0,0,,,36
CA,M,THETFORD REEF,16068S,-16.808333,146.191667,RM,8,199900,2000,1/02/2000,2L/2U,2L,1L,23.452,11.905,2.5,26,0.619,,,42
CA,M,THETFORD REEF,16068S,-16.808333,146.191667,RM,10,200102,2002,26/09/2001,1U,1U,0/1L,9.167,6.111,1.25,0,0,,,36
CA,M,THETFORD REEF,16068S,-16.808333,146.191667,RM,11,200203,2003,1/11/2002,1U,1U,1L,6.282,8.269,1.667,0,0,,,39
CA,M,THETFORD REEF,16068S,-16.808333,146.191667,RM,12,200304,2004,17/01/2004,1U,1U,1L,6.89,11.463,2.073,0,0,,,41
CA,M,THETFORD REEF,16068S,-16.808333,146.191667,RM,13,200405,2005,2/02/2005,1L,1U,0,4.545,9.375,0.795,0,0,,,44
CA,M,THETFORD REEF,16068S,-16.808333,146.191667,RMRAP,14,200506,2006,26/11/2005,1U,1U,1L,11.25,11.875,1.438,0,0,4,0.1,40
CA,M,THETFORD REEF,16068S,-16.808333,146.191667,RM,15,200607,2007,18/01/2007,2L,2L,0,15.833,15.694,0.972,0,0,2,0.055555556,36
CA,M,THETFORD REEF,16068S,-16.808333,146.191667,RMRAP,16,200708,2008,31/08/2007,2L,1U,1L,13.171,9.634,1.768,0,0,6,0.146341463,41
CA,M,THETFORD REEF,16068S,-16.808333,146.191667,RM,17,200809,2009,4/01/2009,2L,1L,1L,16.047,6.86,1.802,0,0,7,0.162790698,43
CA,M,THETFORD REEF,16068S,-16.808333,146.191667,RMRAP,18,200910,2010,26/11/2009,2U,1U,1L,21.25,13.25,1.375,0,0,4,0.1,40
CA,M,THETFORD REEF,16068S,-16.808333,146.191667,RMRAP,20,201112,2012,23/02/2012,2L,2L,1L,11.736,15.833,2.708,0,0,1,0.027777778,36
CA,M,THETFORD REEF,16068S,-16.808333,146.191667,RM,21,201213,2013,16/01/2013,2L,1U,1L,17.313,12.625,1.375,2,0.05,0,0,40
CA,M,THETFORD REEF,16068S,-16.808333,146.191667,RM,23,201415,2015,28/04/2015,2L,1U/2L,1L,18.813,15.5,2.188,5,0.125,2,0.05,40
CA,M,THETFORD REEF,16068S,-16.808333,146.191667,RMRAP,24,201516,2016,6/12/2015,2U,3U,1L,22.557,45,2.5,1,0.023,4,0.090909091,44
CA,M,THETFORD REEF,16068S,-16.808333,146.191667,RM,25,201617,2017,19/09/2016,2U,2L,1L,22.336,17.697,2.039,0,0,7,0.184210526,38
CA,M,THETFORD REEF,16068S,-16.808333,146.191667,RMRAP,26,201718,2018,11/12/2017,1U,1U,1L,12.303,7.105,2.039,0,0,6,0.157894737,38
CA,M,THETFORD REEF,16068S,-16.808333,146.191667,RM,27,201819,2019,26/05/2019,1U,1L,0,8.488,6.919,0.233,0,0,3,0.069767442,43
CA,M,THETFORD REEF,16068S,-16.808333,146.191667,RAP,28,201920,2020,17/02/2020,2L,2L,0,14.36,12.5,1.105,0,0,9,0.209302326,43
CA,M,THETFORD REEF,16068S,-16.808333,146.191667,RM,29,202021,2021,23/01/2021,2L,2L,0,15.256,14.615,1.218,0,0,4,0.102564103,39
CA,O,RUBY REEF,15088S,-15.75,145.783333,RM,1,199293,1993,24/05/1993,2,,0,23.051,,1.618,0,0,,,68
CA,O,RUBY REEF,15088S,-15.75,145.783333,RM,4,199596,1996,10/01/1996,2L,,0,13.231,,0.962,0,0,,,65
CA,O,RUBY REEF,15088S,-15.75,145.783333,RM,7,199899,1999,28/01/1999,2U,1L,0,22.025,9.437,1.056,0,0,,,71
CA,O,RUBY REEF,15088S,-15.75,145.783333,RM,10,200102,2002,14/09/2001,2U,1L,1L,25.152,6.534,2.273,0,0,,,66
CA,O,RUBY REEF,15088S,-15.75,145.783333,RM,13,200405,2005,29/01/2005,2U,1L,1L,24.768,8.679,1.786,0,0,,,70
CA,O,ANDERSEN REEF,15090S,-15.791667,145.8,RM,2,199394,1994,12/02/1994,2U,,0,25.368,,0.441,0,0,,,34
CA,O,ANDERSEN REEF,15090S,-15.791667,145.8,RM,5,199697,1997,31/01/1997,2U,,0,24.313,,0.875,0,0,,,40
CA,O,ANDERSEN REEF,15090S,-15.791667,145.8,RM,8,199900,2000,25/01/2000,3L,1L,1L,33.22,4.091,2.576,0,0,,,33
CA,O,ANDERSEN REEF,15090S,-15.791667,145.8,RM,11,200203,2003,29/10/2002,2U/3L,1L,1L,38.051,4.118,2.353,0,0,,,34
CA,O,ANDERSEN REEF,15090S,-15.791667,145.8,RM,15,200607,2007,9/01/2007,2U,1L,1L,24.688,6.406,1.641,0,0,5,0.15625,32
CA,O,ANDERSEN REEF,15090S,-15.791667,145.8,RM,27,201819,2019,20/02/2019,2U,1L,1L,23.514,2.905,1.284,0,0,15,0.405405405,37
CA,O,RACHEL CARSON REEF,15092S,-15.825,145.816667,RM,3,199495,1995,30/10/1994,2U,,0,27.401,,0.526,0,0,,,38
CA,O,RACHEL CARSON REEF,15092S,-15.825,145.816667,RM,6,199798,1998,28/01/1998,2U/3L,1L,1L,31.151,6.711,1.316,0,0,,,38
CA,O,RACHEL CARSON REEF,15092S,-15.825,145.816667,RM,9,200001,2001,31/01/2001,2U,1L,1L,27.535,4.097,1.458,0,0,,,36
CA,O,RACHEL CARSON REEF,15092S,-15.825,145.816667,RM,12,200304,2004,7/01/2004,3L,1L,1L,34.359,3.526,2.179,0,0,,,39
CA,O,RACHEL CARSON REEF,15092S,-15.825,145.816667,RAP,28,201920,2020,10/02/2020,2L,1L,1L,20.579,2.744,1.28,0,0,7,0.170731707,41
CA,O,RACHEL CARSON REEF,15092S,-15.825,145.816667,RM,29,202021,2021,11/01/2021,2U,1L,0,30.357,2.619,0.536,0,0,4,0.095238095,42
CA,O,ESCAPE (1),15094S1,-15.883333,145.791667,RM,2,199394,1994,12/02/1994,2L,,0,17.977,,0.364,0,0,,,55
CA,O,ESCAPE (1),15094S1,-15.883333,145.791667,RM,5,199697,1997,31/01/1997,2L,,0,16.762,,0.41,0,0,,,61
CA,O,ESCAPE (1),15094S1,-15.883333,145.791667,RM,8,199900,2000,25/01/2000,2U,1L,1L,28.553,5.219,2.325,0,0,,,57
CA,O,ESCAPE (1),15094S1,-15.883333,145.791667,RM,11,200203,2003,30/10/2002,2U,1L,1L,28.75,5.242,2.016,0,0,,,62
CA,O,ESCAPE (1),15094S1,-15.883333,145.791667,RM,15,200607,2007,9/01/2007,2U,1L,0/1L,20.703,8.711,1.25,0,0,3,0.046875,64
CA,O,AGINCOURT REEFS (NO 4),15096S,-15.95,145.816667,RM,1,199293,1993,14/06/1993,2,,0,21.087,,0.978,0,0,,,46
CA,O,AGINCOURT REEFS (NO 4),15096S,-15.95,145.816667,RM,4,199596,1996,10/01/1996,2U,,0,21.7,,0.9,0,0,,,50
CA,O,AGINCOURT REEFS (NO 4),15096S,-15.95,145.816667,RM,7,199899,1999,28/01/1999,2U,1L,1L,25.734,7.202,1.627,0,0,,,63
CA,O,AGINCOURT REEFS (NO 4),15096S,-15.95,145.816667,RM,10,200102,2002,14/09/2001,2U,1L,1L,28.159,7.545,2,0,0,,,55
CA,O,AGINCOURT REEFS (NO 4),15096S,-15.95,145.816667,RM,13,200405,2005,29/01/2005,2U,1L,1L,23.891,4.683,1.796,0,0,,,71
CA,O,AGINCOURT REEFS (NO 3),15099A,-15.991667,145.825,RM,2,199394,1994,13/02/1994,2L,,0,22.398,,0.663,0,0,,,49
CA,O,AGINCOURT REEFS (NO 3),15099A,-15.991667,145.825,RM,5,199697,1997,31/01/1997,2L,,0,22.263,,0.862,0,0,,,58
CA,O,AGINCOURT REEFS (NO 3),15099A,-15.991667,145.825,RM,8,199900,2000,25/01/2000,2U,1U,1L,26.712,13.668,2.011,21,0.457,,,46
CA,O,AGINCOURT REEFS (NO 3),15099A,-15.991667,145.825,RM,11,200203,2003,30/10/2002,2U,1L,1L,26.094,8.795,1.92,0,0,,,56
CA,O,AGINCOURT REEFS (NO 3),15099A,-15.991667,145.825,RM,15,200607,2007,9/01/2007,2U,1L,1L,24.932,7.636,1.955,0,0,10,0.181818182,55
CA,O,AGINCOURT REEFS (NO 1),15099C,-16.05,145.858333,RM,2,199394,1994,13/02/1994,2L,,0,14.355,,0.081,0,0,,,31
CA,O,AGINCOURT REEFS (NO 1),15099C,-16.05,145.858333,RM,3,199495,1995,12/04/1995,2L,,0,21.008,,0.081,0,0,,,31
CA,O,AGINCOURT REEFS (NO 1),15099C,-16.05,145.858333,RM,4,199596,1996,10/01/1996,1U,,0,13.621,,1.034,0,0,,,29
CA,O,AGINCOURT REEFS (NO 1),15099C,-16.05,145.858333,RM,5,199697,1997,28/01/1997,2U,,0,30.202,,0.484,0,0,,,31
CA,O,AGINCOURT REEFS (NO 1),15099C,-16.05,145.858333,RM,6,199798,1998,27/01/1998,2U,1L/1U,1L,23.047,5.234,1.484,0,0,,,32
CA,O,AGINCOURT REEFS (NO 1),15099C,-16.05,145.858333,RM,7,199899,1999,28/01/1999,2L,1L,0,18.929,7.143,0.786,0,0,,,35
CA,O,AGINCOURT REEFS (NO 1),15099C,-16.05,145.858333,RM,8,199900,2000,24/01/2000,3L,1U,1L,32.339,10.081,3.629,0,0,,,31
CA,O,AGINCOURT REEFS (NO 1),15099C,-16.05,145.858333,RM,9,200001,2001,29/01/2001,3L,1L,1L,35.042,8.167,2.25,0,0,,,30
CA,O,AGINCOURT REEFS (NO 1),15099C,-16.05,145.858333,RM,10,200102,2002,14/09/2001,3L,1U,1L,28.843,10.37,2.315,0,0,,,27
CA,O,AGINCOURT REEFS (NO 1),15099C,-16.05,145.858333,RM,11,200203,2003,26/10/2002,2L/2U,1L,1L,20.167,6.167,2.167,0,0,,,30
CA,O,AGINCOURT REEFS (NO 1),15099C,-16.05,145.858333,RM,12,200304,2004,7/01/2004,2U,1U,1L,27.5,11.212,2.424,0,0,,,33
CA,O,AGINCOURT REEFS (NO 1),15099C,-16.05,145.858333,RM,13,200405,2005,28/01/2005,3L,1L/1U,1L,31.397,7.721,2.941,0,0,,,34
CA,O,AGINCOURT REEFS (NO 1),15099C,-16.05,145.858333,RMRAP,14,200506,2006,19/10/2005,2L,1L,1L,17.931,5.776,2.5,0,0,5,0.172413793,29
CA,O,AGINCOURT REEFS (NO 1),15099C,-16.05,145.858333,RM,15,200607,2007,8/01/2007,2U,1L,1L,21.481,5.648,1.296,0,0,1,0.037037037,27
CA,O,AGINCOURT REEFS (NO 1),15099C,-16.05,145.858333,RMRAP,16,200708,2008,27/04/2008,2L,1L,0,18.716,9.561,0.946,0,0,10,0.27027027,37
CA,O,AGINCOURT REEFS (NO 1),15099C,-16.05,145.858333,RM,17,200809,2009,7/02/2009,2L,1L/1U,1L,14.141,8.203,1.484,0,0,4,0.125,32
CA,O,AGINCOURT REEFS (NO 1),15099C,-16.05,145.858333,RMRAP,18,200910,2010,21/11/2009,2U,1U,1L,23.125,12.743,1.597,0,0,9,0.25,36
CA,O,AGINCOURT REEFS (NO 1),15099C,-16.05,145.858333,RM,19,201011,2011,26/01/2011,2L,1L,1L,17.422,6.328,1.406,0,0,2,0.0625,32
CA,O,AGINCOURT REEFS (NO 1),15099C,-16.05,145.858333,RMRAP,20,201112,2012,18/02/2012,1U,1L,0,10.203,4.257,0.811,0,0,6,0.162162162,37
CA,O,AGINCOURT REEFS (NO 1),15099C,-16.05,145.858333,RM,21,201213,2013,11/01/2013,1U,1L,0,9.015,4.545,0.076,0,0,11,0.333333333,33
CA,O,AGINCOURT REEFS (NO 1),15099C,-16.05,145.858333,RMRAP,22,201314,2014,16/03/2014,1U,1L,0,11.115,6.014,1.081,0,0,8,0.216216216,37
CA,O,AGINCOURT REEFS (NO 1),15099C,-16.05,145.858333,RM,23,201415,2015,5/03/2015,1U,1L,0,11.029,5.662,0.368,0,0,9,0.264705882,34
CA,O,AGINCOURT REEFS (NO 1),15099C,-16.05,145.858333,RMRAP,24,201516,2016,1/12/2015,2L,2U,0,17.419,25,0,0,0,19,0.612903226,31
CA,O,AGINCOURT REEFS (NO 1),15099C,-16.05,145.858333,RM,25,201617,2017,12/09/2016,1U,1L,1U,11.603,4.423,7.756,0,0,16,0.41025641,39
CA,O,AGINCOURT REEFS (NO 1),15099C,-16.05,145.858333,RMRAP,26,201718,2018,15/12/2017,2L,1L,0/1L,15.391,3.438,1.25,0,0,7,0.21875,32
CA,O,AGINCOURT REEFS (NO 1),15099C,-16.05,145.858333,RM,27,201819,2019,18/02/2019,2L,1L,1L,10.786,2.786,1.357,0,0,5,0.142857143,35
CA,O,AGINCOURT REEFS (NO 1),15099C,-16.05,145.858333,RAP,28,201920,2020,8/02/2020,2U,1L,0,25.078,3.594,0.938,0,0,18,0.5625,32
CA,O,AGINCOURT REEFS (NO 1),15099C,-16.05,145.858333,RM,29,202021,2021,6/11/2020,3L,1L,0,30.993,7.574,0,0,0,12,0.352941176,34
CA,O,ST CRISPIN REEF,16019S,-16.108333,145.833333,RM,1,199293,1993,20/06/1993,2,,0,18.283,,1.061,1,0.01,,,99
CA,O,ST CRISPIN REEF,16019S,-16.108333,145.833333,RM,4,199596,1996,12/01/1996,2L,,0,15.32,,0.727,0,0,,,86
CA,O,ST CRISPIN REEF,16019S,-16.108333,145.833333,RM,5,199697,1997,27/01/1997,2L,,0,19.355,,0.342,0,0,,,95
CA,O,ST CRISPIN REEF,16019S,-16.108333,145.833333,RM,6,199798,1998,26/01/1998,2L,1U,0,14.781,14.75,0.625,0,0,,,80
CA,O,ST CRISPIN REEF,16019S,-16.108333,145.833333,RM,7,199899,1999,29/01/1999,2L,1U,0,14.812,14.422,1.129,0,0,,,93
CA,O,ST CRISPIN REEF,16019S,-16.108333,145.833333,RM,8,199900,2000,23/01/2000,2U,1U,1L,24.889,10.208,2.556,17,0.189,,,90
CA,O,ST CRISPIN REEF,16019S,-16.108333,145.833333,RM,9,200001,2001,28/01/2001,2U,1U,1L,20.503,12.155,1.925,0,0,,,87
CA,O,ST CRISPIN REEF,16019S,-16.108333,145.833333,RM,10,200102,2002,15/09/2001,2L,1U,1L,13.879,14.052,1.379,0,0,,,87
CA,O,ST CRISPIN REEF,16019S,-16.108333,145.833333,RM,11,200203,2003,27/10/2002,2L,1L,1L,11.875,7.222,2.083,0,0,,,72
CA,O,ST CRISPIN REEF,16019S,-16.108333,145.833333,RM,12,200304,2004,5/01/2004,1U,1L,1L,10.517,7.701,1.868,0,0,,,87
CA,O,ST CRISPIN REEF,16019S,-16.108333,145.833333,RM,13,200405,2005,22/01/2005,2L,1L,1L,11.221,8.169,1.308,0,0,,,86
CA,O,ST CRISPIN REEF,16019S,-16.108333,145.833333,RMRAP,14,200506,2006,18/10/2005,1U,1U,1L,12.593,16.25,1.512,0,0,4,0.049382716,81
CA,O,ST CRISPIN REEF,16019S,-16.108333,145.833333,RM,15,200607,2007,6/01/2007,2L,1U,0,12.907,13.268,0.783,0,0,4,0.048192771,83
CA,O,ST CRISPIN REEF,16019S,-16.108333,145.833333,RMRAP,16,200708,2008,28/04/2008,2L,1U,1L,14.353,13.456,1.324,0,0,7,0.082352941,85
CA,O,ST CRISPIN REEF,16019S,-16.108333,145.833333,RM,17,200809,2009,7/02/2009,2L,1L,0,15.753,9.94,0.994,0,0,9,0.108433735,83
CA,O,ST CRISPIN REEF,16019S,-16.108333,145.833333,RMRAP,18,200910,2010,20/11/2009,2L,1U,1L,13.943,14.781,1.34,0,0,3,0.030927835,97
CA,O,ST CRISPIN REEF,16019S,-16.108333,145.833333,RM,19,201011,2011,25/01/2011,2L,1L,1L,15.736,10.028,1.917,0,0,9,0.1,90
